Country,Region,Income_Group,Year,GDP_Per_Capita,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Life_Expectancy,Education_Spend_PCT_GDP,Health_Spend_PCT_GDP,Exports_PCT_GDP,CO2_Emissions_Per_Capita,Internet_Users_PCT,Population
Canada,Americas,High income,2005,55380.14,5.19,4.07,5.1,79.3,4.85,8.01,24.02,10.68,77.56,1093959937.0
Canada,Americas,High income,2006,43516.96,0.2,3.49,6.0,82.2,7.08,7.48,21.89,7.48,86.66,658248581.0
Canada,Americas,High income,2007,53026.51,3.04,3.66,6.24,77.9,5.34,9.06,35.85,10.01,74.24,951628656.0
Canada,Americas,High income,2008,49822.69,1.86,4.29,4.64,82.9,3.29,11.3,15.76,9.47,87.71,1344897452.0
Canada,Americas,High income,2009,40217.32,-0.74,5.1,5.66,79.5,3.88,7.93,31.57,10.33,93.91,266555656.0
Canada,Americas,High income,2010,57601.27,2.97,3.04,3.72,81.5,7.3,8.71,37.2,7.41,85.44,791336895.0
Canada,Americas,High income,2011,59842.78,3.05,2.99,8.12,81.9,5.29,9.94,17.31,8.61,85.66,1187334904.0
Canada,Americas,High income,2012,50530.69,1.35,3.53,4.13,80.7,7.6,8.63,26.42,8.7,100.0,1390560394.0
Canada,Americas,High income,2013,54736.98,1.87,0.5,1.79,81.4,5.65,9.15,35.88,12.38,93.58,351776436.0
Canada,Americas,High income,2014,35568.27,-1.35,4.79,2.58,82.6,5.51,7.57,25.93,11.37,100.0,611541559.0
Canada,Americas,High income,2015,69493.15,3.25,4.1,10.27,79.6,6.46,10.17,27.09,12.82,98.45,667131859.0
Canada,Americas,High income,2016,40250.61,-0.41,2.98,2.5,82.1,6.39,8.37,5.0,10.4,100.0,465401351.0
Canada,Americas,High income,2017,70229.44,2.93,5.07,6.48,79.6,5.92,9.16,40.53,8.85,88.83,53080741.0
Canada,Americas,High income,2018,71008.04,2.83,2.03,3.65,81.8,4.41,7.37,36.79,7.7,100.0,591969561.0
Canada,Americas,High income,2019,75856.38,3.03,0.88,2.6,83.6,6.08,8.31,18.65,12.92,91.3,925589449.0
Canada,Americas,High income,2020,16603.81,-4.65,1.38,6.34,83.0,5.92,11.1,36.5,6.99,100.0,1062727893.0
Canada,Americas,High income,2021,106287.91,4.4,3.07,3.09,77.5,5.66,10.62,39.96,11.63,100.0,972586300.0
Canada,Americas,High income,2022,89700.91,3.4,7.84,6.68,81.1,4.94,7.35,34.4,11.56,100.0,1325953389.0
Canada,Americas,High income,2023,138410.13,5.21,0.5,4.85,83.4,4.97,7.93,44.44,9.88,100.0,329345280.0
Australia,Oceania,High income,2000,52000.0,3.8,4.15,6.0,79.1,5.51,8.01,36.99,10.84,84.92,774013552.0
Australia,Oceania,High income,2001,52651.63,1.25,1.01,4.44,76.9,4.49,9.56,38.1,8.7,89.22,875011302.0
Australia,Oceania,High income,2002,56656.59,4.38,3.52,4.26,79.6,3.72,9.61,19.71,7.29,67.78,1025912321.0
Australia,Oceania,High income,2003,58835.85,4.2,1.63,4.7,78.0,6.43,11.72,23.43,9.14,82.87,523802505.0
Australia,Oceania,High income,2004,57371.47,2.49,4.0,7.23,82.5,5.14,7.01,25.87,10.52,76.36,605110489.0
Australia,Oceania,High income,2005,53252.43,0.48,0.5,5.15,82.8,4.89,8.04,47.02,7.78,70.89,370354630.0
Australia,Oceania,High income,2006,58732.24,2.05,0.5,3.16,77.9,5.71,9.1,22.78,10.35,83.53,838862900.0
Australia,Oceania,High income,2007,58557.08,1.71,6.0,7.5,82.4,6.51,6.64,39.26,11.31,75.13,1212600839.0
Australia,Oceania,High income,2008,66864.21,3.19,5.68,5.78,77.5,6.55,10.75,27.71,9.91,76.69,630630817.0
Australia,Oceania,High income,2009,48048.31,-0.87,4.78,5.99,79.6,5.92,7.7,28.59,10.63,95.4,607912351.0
Australia,Oceania,High income,2010,59837.71,1.41,0.5,8.5,83.3,4.21,10.03,24.97,10.53,97.94,1034343049.0
Australia,Oceania,High income,2011,63124.72,1.78,1.6,3.26,84.1,5.2,11.42,39.97,10.82,100.0,1152265835.0
Australia,Oceania,High income,2012,68609.02,2.34,4.49,5.96,78.3,6.37,10.33,22.37,10.08,100.0,818436249.0
Australia,Oceania,High income,2013,65767.74,1.82,0.5,5.57,82.6,5.23,10.66,36.41,14.28,91.99,348112860.0
Australia,Oceania,High income,2014,60685.91,1.11,6.44,8.99,79.6,4.95,10.29,26.13,9.91,100.0,79118420.0
Australia,Oceania,High income,2015,43023.22,-1.26,4.59,4.97,81.8,5.12,11.62,19.82,8.6,97.58,225067429.0
Australia,Oceania,High income,2016,91892.43,3.62,3.68,6.14,83.3,5.17,8.08,19.15,8.35,100.0,499961922.0
Australia,Oceania,High income,2017,108835.34,4.44,5.1,4.07,80.2,6.51,7.28,16.37,11.42,100.0,1226909047.0
Australia,Oceania,High income,2018,71518.09,1.79,1.3,5.35,87.7,5.87,8.53,39.22,10.97,100.0,615175236.0
Australia,Oceania,High income,2019,96226.98,3.29,0.79,5.72,79.9,6.03,7.44,37.44,10.22,100.0,226327240.0
Australia,Oceania,High income,2020,14839.52,-6.08,0.5,7.57,81.4,7.93,9.65,16.22,8.87,100.0,582377257.0
Australia,Oceania,High income,2021,381826.53,9.96,5.68,1.0,84.3,6.56,9.0,17.03,12.03,100.0,884170780.0
Australia,Oceania,High income,2022,56463.06,0.37,7.17,3.15,82.8,4.6,8.39,20.04,11.3,100.0,286440779.0
Australia,Oceania,High income,2023,77985.2,1.78,0.5,5.52,82.4,4.74,12.04,39.58,7.81,100.0,14465298.0
Mexico,Americas,Upper middle income,2000,9800.0,4.7,9.52,7.74,72.8,3.95,6.84,35.96,3.75,41.81,1197036140.0
Mexico,Americas,Upper middle income,2001,10142.27,3.49,5.82,9.05,71.8,3.3,4.59,34.41,5.99,56.94,93657337.0
Mexico,Americas,Upper middle income,2002,10292.76,2.48,6.42,9.4,71.3,2.12,5.93,18.65,2.62,51.76,517719092.0
Mexico,Americas,Upper middle income,2003,10877.62,3.54,9.52,6.43,75.0,4.97,4.69,46.1,5.54,74.63,93515424.0
Mexico,Americas,Upper middle income,2004,11977.08,5.14,8.91,8.41,74.2,4.08,7.12,29.1,3.28,75.03,238248468.0
Mexico,Americas,Upper middle income,2005,12957.47,5.74,6.3,6.76,73.5,4.22,5.81,39.42,6.57,65.61,810540053.0
Mexico,Americas,Upper middle income,2006,10664.34,1.42,6.8,10.62,72.5,3.15,4.02,14.1,3.43,60.29,1271020000.0
Mexico,Americas,Upper middle income,2007,10138.35,0.49,3.26,7.06,73.5,3.52,6.73,20.79,7.22,71.47,381088482.0
Mexico,Americas,Upper middle income,2008,10841.22,1.27,9.78,7.34,74.3,2.82,3.66,30.97,3.1,71.63,370856720.0
Mexico,Americas,Upper middle income,2009,8618.09,-1.42,10.09,8.07,74.8,4.76,3.58,39.35,4.08,67.84,363777241.0
Mexico,Americas,Upper middle income,2010,15772.83,4.87,2.87,7.19,73.0,4.68,4.55,21.71,6.46,73.35,348987726.0
Mexico,Americas,Upper middle income,2011,16396.91,4.79,4.59,7.25,76.0,3.19,5.55,28.16,4.81,66.46,182547897.0
Mexico,Americas,Upper middle income,2012,15513.13,3.9,5.73,7.67,76.7,5.08,3.03,31.22,7.66,76.87,788971793.0
Mexico,Americas,Upper middle income,2013,22846.3,6.73,7.93,7.66,77.2,5.75,7.65,20.08,2.29,68.97,835794202.0
Mexico,Americas,Upper middle income,2014,19195.14,4.92,1.8,8.25,75.9,3.41,5.19,44.54,3.99,65.41,1318397935.0
Mexico,Americas,Upper middle income,2015,29834.11,7.7,6.0,4.45,76.5,5.08,3.03,33.68,5.81,67.28,839223312.0
Mexico,Americas,Upper middle income,2016,22758.87,5.41,4.24,10.97,73.3,3.66,5.51,40.54,6.71,83.15,1345307746.0
Mexico,Americas,Upper middle income,2017,23044.17,5.16,4.04,13.12,72.3,3.69,2.52,30.39,5.3,88.15,830179833.0
Mexico,Americas,Upper middle income,2018,16210.64,2.84,5.7,6.85,73.8,4.2,3.86,13.69,6.25,88.3,401484109.0
Mexico,Americas,Upper middle income,2019,14248.08,1.99,6.58,7.15,77.2,3.88,4.73,20.15,5.69,86.58,1313182341.0
Mexico,Americas,Upper middle income,2020,8839.12,-0.51,4.51,9.65,71.9,3.51,4.57,22.44,4.52,84.38,390076690.0
Mexico,Americas,Upper middle income,2021,62199.21,9.2,4.77,9.1,73.1,3.24,4.43,19.2,7.74,75.11,88059497.0
Mexico,Americas,Upper middle income,2022,31743.5,5.49,8.89,6.17,73.4,3.97,3.73,30.73,1.43,84.4,813188369.0
Mexico,Americas,Upper middle income,2023,28512.33,4.75,3.67,7.04,72.6,4.78,3.73,24.75,1.23,85.56,1151422505.0
Indonesia,Asia,Lower middle income,2000,4000.0,5.15,6.73,13.48,64.4,4.83,4.22,29.82,2.24,28.94,1176231256.0
Indonesia,Asia,Lower middle income,2001,3988.68,-0.28,5.63,9.0,68.6,2.93,1.0,10.31,0.65,36.86,1203782647.0
Indonesia,Asia,Lower middle income,2002,4031.13,0.39,6.15,13.13,64.8,2.76,2.55,44.04,4.75,50.19,322142503.0
Indonesia,Asia,Lower middle income,2003,4633.53,5.02,3.81,11.73,63.7,3.4,1.06,27.91,0.1,22.35,256381473.0
Indonesia,Asia,Lower middle income,2004,4653.43,3.86,9.67,7.79,66.0,4.22,2.23,17.82,1.04,42.8,1114398979.0
Indonesia,Asia,Lower middle income,2005,5373.72,6.08,9.04,8.04,64.4,2.32,2.46,30.39,2.09,36.25,878446845.0
Indonesia,Asia,Lower middle income,2006,4942.18,3.59,8.92,5.83,64.7,2.97,1.64,15.63,0.16,36.92,655562641.0
Indonesia,Asia,Lower middle income,2007,5605.18,4.94,11.18,9.59,66.0,1.79,5.91,10.99,3.84,31.85,239406354.0
Indonesia,Asia,Lower middle income,2008,6338.81,5.92,5.74,11.54,66.6,3.51,8.89,5.0,4.95,34.13,35447841.0
Indonesia,Asia,Lower middle income,2009,5874.1,4.36,6.89,9.4,66.8,2.11,1.78,19.54,3.94,33.63,549234961.0
Indonesia,Asia,Lower middle income,2010,5860.9,3.89,8.72,8.54,68.0,3.69,5.77,23.24,2.84,40.98,1085454051.0
Indonesia,Asia,Lower middle income,2011,10732.72,9.39,6.59,7.59,67.7,3.2,4.04,10.38,0.1,52.97,1187428874.0
Indonesia,Asia,Lower middle income,2012,5592.6,2.83,9.91,11.75,69.7,2.4,2.66,8.61,0.72,52.97,1309710577.0
Indonesia,Asia,Lower middle income,2013,6744.46,4.1,7.06,7.69,64.8,3.3,2.92,29.85,0.1,44.6,659608873.0
Indonesia,Asia,Lower middle income,2014,13570.9,9.12,9.55,10.93,70.1,2.05,5.62,34.32,1.03,57.36,380650637.0
Indonesia,Asia,Lower middle income,2015,5528.66,2.18,7.0,9.01,65.6,1.12,3.34,42.13,1.37,28.99,420268927.0
Indonesia,Asia,Lower middle income,2016,4992.62,1.4,11.97,11.82,67.6,4.26,1.73,30.43,1.9,51.64,920014182.0
Indonesia,Asia,Lower middle income,2017,18186.75,9.32,7.57,11.72,68.5,3.51,3.27,15.88,0.1,49.53,1372805234.0
Indonesia,Asia,Lower middle income,2018,22419.34,10.05,9.2,10.14,67.3,2.05,3.12,27.58,0.1,55.34,1146326951.0
Indonesia,Asia,Lower middle income,2019,10170.58,5.03,7.87,10.9,67.0,2.85,3.19,21.98,0.1,51.16,859751444.0
Indonesia,Asia,Lower middle income,2020,7165.91,2.96,4.91,15.17,67.1,2.91,4.99,12.13,0.1,49.16,293078594.0
Indonesia,Asia,Lower middle income,2021,48483.29,12.62,7.86,8.3,70.6,2.94,2.17,11.99,2.47,61.12,538763201.0
Indonesia,Asia,Lower middle income,2022,3904.98,-0.11,11.22,10.38,69.2,2.49,3.05,5.0,0.18,62.54,1359625695.0
Indonesia,Asia,Lower middle income,2023,7143.05,2.55,11.45,11.0,68.2,2.29,3.4,15.93,1.86,64.37,107985866.0
Nigeria,Africa,Lower middle income,2000,2100.0,7.64,3.9,12.32,64.3,3.43,4.8,11.28,0.1,22.11,578734938.0
Nigeria,Africa,Lower middle income,2001,2166.12,3.15,10.31,12.57,64.8,2.32,2.43,21.5,0.1,23.58,1231122637.0
Nigeria,Africa,Lower middle income,2002,2140.37,0.96,8.64,13.51,65.3,3.23,4.04,12.31,4.91,30.02,948574581.0
Nigeria,Africa,Lower middle income,2003,2825.36,10.4,11.25,8.99,64.9,3.27,3.23,37.55,1.04,41.15,530967159.0
Nigeria,Africa,Lower middle income,2004,2546.97,4.94,8.62,9.89,68.0,1.05,3.22,6.82,3.02,30.06,1019855011.0
Nigeria,Africa,Lower middle income,2005,2912.31,6.76,10.62,7.64,68.4,2.53,3.11,21.64,4.06,43.38,168982417.0
Nigeria,Africa,Lower middle income,2006,2312.65,1.62,9.14,10.9,62.2,1.84,2.58,21.99,0.1,37.89,118236663.0
Nigeria,Africa,Lower middle income,2007,3211.06,6.25,6.32,9.55,63.8,3.34,2.44,19.93,0.31,34.44,55628871.0
Nigeria,Africa,Lower middle income,2008,2061.99,-0.23,12.64,10.15,65.4,2.91,2.94,7.69,4.49,37.41,385697234.0
Nigeria,Africa,Lower middle income,2009,3210.35,4.83,7.96,11.87,65.9,3.78,2.05,25.7,3.92,35.81,1128005503.0
Nigeria,Africa,Lower middle income,2010,2927.28,3.38,6.58,9.78,64.7,3.84,2.45,5.0,0.75,29.61,742151851.0
Nigeria,Africa,Lower middle income,2011,2244.35,0.61,8.5,7.63,67.9,3.71,2.74,23.3,0.1,28.04,572133586.0
Nigeria,Africa,Lower middle income,2012,3492.54,4.33,8.32,9.81,66.0,2.05,3.91,11.83,3.05,32.98,576119909.0
Nigeria,Africa,Lower middle income,2013,3179.73,3.24,9.52,7.71,68.0,3.97,2.44,36.82,2.46,37.54,504984070.0
Nigeria,Africa,Lower middle income,2014,2736.73,1.91,9.79,11.79,70.8,2.59,4.07,47.82,0.26,30.65,462733392.0
Nigeria,Africa,Lower middle income,2015,2056.32,-0.14,10.29,10.42,69.1,3.54,5.2,27.95,2.83,40.26,354610364.0
Nigeria,Africa,Lower middle income,2016,7411.95,8.2,8.9,12.37,65.0,4.67,5.28,32.36,5.06,32.43,1076129573.0
Nigeria,Africa,Lower middle income,2017,4041.82,3.93,9.46,7.93,68.8,1.68,1.79,32.1,3.65,53.75,63473051.0
Nigeria,Africa,Lower middle income,2018,3549.86,2.96,10.5,11.56,67.6,2.58,1.0,14.29,5.32,39.2,414656875.0
Nigeria,Africa,Lower middle income,2019,6432.16,6.07,8.44,10.15,71.1,4.95,1.84,25.01,1.89,45.52,477671521.0
Nigeria,Africa,Lower middle income,2020,2553.08,0.98,9.54,13.88,66.5,3.23,1.0,31.03,2.1,61.39,951646639.0
Nigeria,Africa,Lower middle income,2021,25736.29,12.67,7.77,10.51,69.5,1.86,4.82,42.35,3.83,44.04,779431511.0
Nigeria,Africa,Lower middle income,2022,3909.4,2.87,11.24,10.46,69.6,2.78,1.69,33.81,2.94,48.84,356646624.0
Nigeria,Africa,Lower middle income,2023,17170.89,9.57,8.05,9.4,69.7,5.77,3.15,16.58,4.34,43.61,544522524.0
South Africa,Africa,Upper middle income,2000,5800.0,3.17,5.58,5.74,71.4,5.42,1.27,37.77,5.68,42.93,564083858.0
South Africa,Africa,Upper middle income,2001,5876.08,1.31,8.41,9.28,70.6,3.6,3.62,28.27,8.46,63.53,981005789.0
South Africa,Africa,Upper middle income,2002,6434.76,5.33,6.72,10.52,72.3,2.82,5.67,45.86,2.97,54.39,176206931.0
South Africa,Africa,Upper middle income,2003,6722.12,5.04,11.11,5.72,70.7,4.09,6.77,47.78,6.31,46.8,1148184469.0
South Africa,Africa,Upper middle income,2004,6783.61,3.99,4.82,4.82,74.3,4.91,2.68,40.9,6.15,75.0,652921137.0
South Africa,Africa,Upper middle income,2005,5989.38,0.64,7.2,5.16,68.7,4.81,4.44,23.44,6.53,72.6,464227430.0
South Africa,Africa,Upper middle income,2006,6375.12,1.59,9.26,6.43,76.1,4.68,4.79,19.81,4.32,68.28,529285980.0
South Africa,Africa,Upper middle income,2007,7732.05,4.19,5.64,6.01,70.5,4.02,1.9,18.14,3.14,63.11,1236641405.0
South Africa,Africa,Upper middle income,2008,5578.86,-0.48,5.29,5.58,77.1,3.47,5.27,29.0,5.26,66.23,842728524.0
South Africa,Africa,Upper middle income,2009,5304.07,-0.99,4.41,9.98,71.7,3.64,3.32,21.41,3.32,75.26,82462145.0
South Africa,Africa,Upper middle income,2010,14259.46,9.41,8.38,7.43,75.6,5.11,4.15,16.84,5.16,78.62,555139519.0
South Africa,Africa,Upper middle income,2011,9262.7,4.35,4.46,6.12,73.2,2.85,3.87,26.73,7.4,74.67,112721366.0
South Africa,Africa,Upper middle income,2012,17574.86,9.68,5.19,7.98,74.9,4.2,4.85,29.36,0.1,79.82,941314837.0
South Africa,Africa,Upper middle income,2013,10045.23,4.32,8.76,6.83,72.8,4.84,4.74,14.3,2.47,89.79,76864289.0
South Africa,Africa,Upper middle income,2014,13290.72,6.1,6.42,4.41,73.0,3.39,4.88,29.26,5.84,58.24,1119796819.0
South Africa,Africa,Upper middle income,2015,15256.07,6.66,8.54,7.43,76.7,4.57,2.72,42.47,5.1,83.27,847322781.0
South Africa,Africa,Upper middle income,2016,13525.17,5.43,3.45,4.42,75.0,4.15,4.08,26.41,8.18,85.95,112607964.0
South Africa,Africa,Upper middle income,2017,7041.48,1.15,3.57,6.58,73.5,3.45,4.19,23.64,5.57,55.52,676870352.0
South Africa,Africa,Upper middle income,2018,18706.55,6.72,5.25,7.04,72.4,5.7,7.85,26.57,7.05,83.75,903978268.0
South Africa,Africa,Upper middle income,2019,6569.93,0.66,5.02,8.64,71.6,4.12,5.48,26.31,4.33,73.38,776847159.0
South Africa,Africa,Upper middle income,2020,10241.95,2.88,8.77,9.4,69.8,3.64,4.9,14.89,3.97,100.0,441851559.0
South Africa,Africa,Upper middle income,2021,40237.76,9.66,3.21,5.87,76.4,5.04,2.89,51.45,3.21,73.38,1095504924.0
South Africa,Africa,Upper middle income,2022,14078.04,4.11,10.1,6.0,72.6,4.32,4.91,30.0,3.93,100.0,588305401.0
South Africa,Africa,Upper middle income,2023,8758.27,1.81,8.4,7.57,76.1,4.28,5.24,21.34,4.5,78.8,768249487.0
Egypt,Africa,Lower middle income,2000,3700.0,7.01,3.01,8.07,68.3,2.42,1.24,23.02,5.64,6.68,831495994.0
Egypt,Africa,Lower middle income,2001,3786.8,2.35,5.64,10.53,70.3,1.64,1.0,28.39,3.91,20.26,789668143.0
Egypt,Africa,Lower middle income,2002,4326.74,8.14,5.85,12.75,65.9,3.69,5.2,13.88,1.43,22.69,839219352.0
Egypt,Africa,Lower middle income,2003,3789.11,0.8,4.31,10.24,65.4,2.77,4.49,15.92,1.63,25.9,1318093195.0
Egypt,Africa,Lower middle income,2004,4524.95,5.16,5.4,10.47,64.1,1.0,4.79,34.58,1.6,33.29,1246976508.0
Egypt,Africa,Lower middle income,2005,5620.93,8.72,10.51,10.78,68.9,2.56,3.22,33.27,0.36,24.6,278503085.0
Egypt,Africa,Lower middle income,2006,4431.88,3.05,5.87,14.25,68.6,4.92,1.17,25.71,0.1,27.04,560737814.0
Egypt,Africa,Lower middle income,2007,4472.44,2.75,10.67,12.37,65.8,4.0,5.85,32.54,2.46,37.49,1395730710.0
Egypt,Africa,Lower middle income,2008,4536.27,2.58,12.01,10.67,65.7,2.18,1.92,45.5,1.5,44.82,1064127760.0
Egypt,Africa,Lower middle income,2009,4092.77,1.13,8.39,6.61,67.5,3.19,4.51,17.99,3.02,49.04,1351911746.0
Egypt,Africa,Lower middle income,2010,4756.03,2.54,7.43,12.39,68.3,1.63,3.53,5.22,1.59,58.98,1043428032.0
Egypt,Africa,Lower middle income,2011,4936.79,2.66,7.0,7.16,65.0,2.36,3.16,25.76,4.18,34.57,1255844907.0
Egypt,Africa,Lower middle income,2012,6262.26,4.48,8.74,9.75,67.7,2.5,2.73,15.1,1.43,34.89,1132452440.0
Egypt,Africa,Lower middle income,2013,4883.54,2.16,7.25,11.43,65.8,3.42,3.5,26.42,0.1,56.8,701060755.0
Egypt,Africa,Lower middle income,2014,8344.89,5.98,12.43,9.28,65.6,3.37,3.47,36.93,0.1,53.31,1324076708.0
Egypt,Africa,Lower middle income,2015,10603.59,7.27,9.63,9.15,68.1,2.28,4.27,36.51,2.61,43.83,236817419.0
Egypt,Africa,Lower middle income,2016,9009.26,5.72,7.7,12.38,67.2,1.88,2.41,26.79,3.96,55.03,715803537.0
Egypt,Africa,Lower middle income,2017,6063.66,2.95,6.28,14.59,68.3,3.38,2.11,28.15,2.45,59.87,975985320.0
Egypt,Africa,Lower middle income,2018,15075.23,8.12,7.37,8.86,68.4,3.93,2.67,35.65,4.41,42.84,1318910478.0
Egypt,Africa,Lower middle income,2019,6475.1,2.99,9.99,8.54,65.8,2.7,3.04,22.36,1.38,55.71,500390671.0
Egypt,Africa,Lower middle income,2020,5879.86,2.34,3.73,15.03,67.7,6.24,6.46,23.19,1.29,64.96,581496343.0
Egypt,Africa,Lower middle income,2021,64838.97,14.61,10.8,9.24,69.2,2.52,1.51,43.27,0.1,53.64,1053084009.0
Egypt,Africa,Lower middle income,2022,3273.27,-0.56,12.29,11.59,68.1,2.54,2.76,21.29,0.1,50.85,168948825.0
Egypt,Africa,Lower middle income,2023,17782.24,7.06,8.3,9.42,68.2,3.74,3.05,14.58,0.1,44.6,870052209.0
Turkey,Europe,Upper middle income,2000,8600.0,2.54,6.66,9.51,71.1,3.31,2.05,26.03,9.08,57.77,676783290.0
Turkey,Europe,Upper middle income,2001,8939.21,3.94,6.5,3.75,72.7,3.44,2.87,19.83,3.95,66.8,1158619410.0
Turkey,Europe,Upper middle income,2002,8955.34,2.04,4.48,3.46,73.2,2.17,3.16,5.0,4.83,56.5,417643649.0
Turkey,Europe,Upper middle income,2003,9447.7,3.18,4.16,6.02,71.7,4.29,3.66,28.2,5.97,54.82,762710904.0
Turkey,Europe,Upper middle income,2004,10639.93,5.47,5.18,7.51,72.1,4.01,4.51,23.36,5.42,51.07,528186976.0
Turkey,Europe,Upper middle income,2005,9246.54,1.46,7.87,2.53,73.7,3.13,4.23,16.02,7.89,62.66,1035387192.0
Turkey,Europe,Upper middle income,2006,9412.14,1.52,6.84,5.29,73.1,2.74,2.31,21.17,4.75,60.02,1326917687.0
Turkey,Europe,Upper middle income,2007,9245.91,1.04,6.81,5.9,75.7,3.43,6.8,10.24,4.24,62.19,1313320763.0
Turkey,Europe,Upper middle income,2008,14726.46,6.95,8.96,6.59,72.1,5.04,2.87,15.3,4.2,79.38,535281830.0
Turkey,Europe,Upper middle income,2009,11171.55,2.95,7.44,6.33,71.8,2.98,6.77,41.74,3.03,82.55,1153684714.0
Turkey,Europe,Upper middle income,2010,12278.64,3.63,3.13,5.95,74.5,5.3,3.34,21.34,4.7,56.04,541836735.0
Turkey,Europe,Upper middle income,2011,15463.08,5.48,4.93,6.47,71.5,3.95,5.71,22.87,6.33,63.43,765574832.0
Turkey,Europe,Upper middle income,2012,14334.87,4.35,7.99,4.22,74.1,2.9,2.78,17.61,7.38,82.5,69923469.0
Turkey,Europe,Upper middle income,2013,15445.99,4.61,5.52,3.66,75.4,3.17,4.79,32.87,5.59,73.48,623070980.0
Turkey,Europe,Upper middle income,2014,6969.53,-1.49,5.68,7.29,75.8,4.69,5.87,17.0,1.18,72.07,1111612219.0
Turkey,Europe,Upper middle income,2015,22130.54,6.5,6.32,8.14,75.8,4.62,4.5,35.94,4.75,71.81,943421844.0
Turkey,Europe,Upper middle income,2016,29624.79,8.04,5.36,9.65,71.6,4.59,3.89,10.85,5.44,89.09,675900429.0
Turkey,Europe,Upper middle income,2017,11818.56,1.89,4.23,1.82,74.7,4.95,3.48,33.48,2.93,79.03,288769060.0
Turkey,Europe,Upper middle income,2018,26272.64,6.4,6.92,4.64,75.0,4.67,7.29,33.88,6.52,82.6,478626737.0
Turkey,Europe,Upper middle income,2019,21617.15,4.97,4.86,7.39,76.9,3.45,2.53,40.06,7.33,82.63,476336138.0
Turkey,Europe,Upper middle income,2020,11232.22,1.34,6.86,9.44,72.4,4.52,3.75,46.84,6.14,79.19,58575507.0
Turkey,Europe,Upper middle income,2021,32092.42,6.47,7.26,3.25,76.0,4.88,5.88,24.16,5.67,88.2,738859369.0
Turkey,Europe,Upper middle income,2022,14740.3,2.48,10.73,7.62,71.5,6.02,6.94,21.03,2.8,91.48,1018819777.0
Turkey,Europe,Upper middle income,2023,22236.22,4.22,6.15,7.25,72.9,4.38,6.67,40.08,4.5,100.0,740354917.0
Argentina,Americas,Upper middle income,2000,9900.0,4.61,1.84,8.11,70.9,5.92,3.84,8.11,4.06,35.25,1306048332.0
Argentina,Americas,Upper middle income,2001,10481.9,5.88,6.01,8.64,74.5,3.14,4.96,19.54,6.19,54.18,17298237.0
Argentina,Americas,Upper middle income,2002,11570.56,8.11,6.72,5.27,72.2,4.02,5.71,11.33,6.19,30.96,105316731.0
Argentina,Americas,Upper middle income,2003,10637.92,2.43,4.57,5.78,75.6,4.03,5.18,18.26,7.36,57.37,367740523.0
Argentina,Americas,Upper middle income,2004,11015.76,2.71,5.82,11.34,69.8,2.15,6.18,18.21,4.36,53.19,1073351025.0
Argentina,Americas,Upper middle income,2005,11673.42,3.35,6.56,9.03,70.6,5.0,3.91,46.48,8.24,61.37,395044739.0
Argentina,Americas,Upper middle income,2006,13490.14,5.29,5.56,6.96,71.5,4.2,6.15,8.84,5.6,73.32,783125775.0
Argentina,Americas,Upper middle income,2007,12144.55,2.96,4.12,7.07,75.8,2.37,5.35,19.6,5.25,72.6,176998394.0
Argentina,Americas,Upper middle income,2008,17861.78,7.66,8.9,8.92,72.7,4.75,5.42,15.49,5.64,57.08,1272402684.0
Argentina,Americas,Upper middle income,2009,10278.54,0.42,9.53,9.25,71.5,3.42,4.76,41.2,6.13,55.26,56947226.0
Argentina,Americas,Upper middle income,2010,13424.36,3.09,1.99,6.22,72.9,4.63,3.95,41.79,1.18,83.11,1239391811.0
Argentina,Americas,Upper middle income,2011,14360.58,3.44,6.16,5.28,73.2,4.76,4.73,26.62,5.33,75.67,509083803.0
Argentina,Americas,Upper middle income,2012,15339.08,3.72,6.44,9.47,71.7,4.6,4.12,23.68,5.14,58.0,426634349.0
Argentina,Americas,Upper middle income,2013,12893.33,2.05,8.42,6.01,76.1,3.81,3.99,14.06,3.82,88.68,851691822.0
Argentina,Americas,Upper middle income,2014,29358.8,8.07,5.25,6.51,70.3,3.55,3.44,18.92,4.73,85.58,212864207.0
Argentina,Americas,Upper middle income,2015,19211.64,4.52,9.37,9.0,77.6,3.32,5.2,5.0,4.44,78.48,515866025.0
Argentina,Americas,Upper middle income,2016,18147.7,3.86,6.68,8.78,74.4,4.62,7.46,28.81,5.62,63.81,540778284.0
Argentina,Americas,Upper middle income,2017,6351.76,-2.58,4.47,6.93,70.2,5.32,4.63,28.19,5.45,93.12,76927119.0
Argentina,Americas,Upper middle income,2018,20167.2,4.03,6.96,6.46,71.0,3.57,6.19,22.03,4.51,91.86,660541098.0
Argentina,Americas,Upper middle income,2019,15025.27,2.22,4.81,6.02,75.8,3.83,3.01,24.39,4.8,93.26,993685045.0
Argentina,Americas,Upper middle income,2020,11372.83,0.7,4.98,8.31,73.8,3.52,5.54,48.49,3.57,80.83,1097010353.0
Argentina,Americas,Upper middle income,2021,48327.92,7.84,5.68,8.87,71.7,6.64,6.34,22.45,4.39,93.85,861290121.0
Argentina,Americas,Upper middle income,2022,4501.39,-3.52,11.14,7.49,73.1,3.01,3.55,26.11,3.75,92.94,362679976.0
Argentina,Americas,Upper middle income,2023,4756.77,-3.14,4.84,6.48,75.1,4.43,6.27,26.47,4.36,89.75,361055982.0
